2022-03-31 16:15:55,994 - INFO - saving to results/2022-03-31_16-15-55_resnet44_m-8
2022-03-31 16:15:55,994 - DEBUG - run arguments: Namespace(adapt_grad_norm=None, autoaugment=False, batch_size=64, chunk_batch=1, config_file=None, cutmix=None, cutout=True, dataset='cifar10', datasets_dir='~/Datasets', device='cuda', device_ids=[0], dist_backend='nccl', dist_init='env://', distributed=False, drop_optim_state=False, dtype='float', duplicates=8, epochs=100, eval_batch_size=-1, evaluate=None, grad_clip=-1, input_size=None, label_smoothing=0, local_rank=-1, loss_scale=1, lr=0.1, mixup=None, model='resnet', model_config="{'depth': 44}", momentum=0.9, optimizer='SGD', print_freq=10, results_dir='results/', resume='', save='2022-03-31_16-15-55', save_all=False, seed=123, start_epoch=-1, sync_bn=False, tensorwatch=False, tensorwatch_port=0, weight_decay=0, workers=8, world_size=-1)
2022-03-31 16:15:55,994 - INFO - creating model resnet
2022-03-31 16:15:56,050 - INFO - created model with configuration: {'dataset': 'cifar10', 'depth': 44}
2022-03-31 16:15:56,050 - INFO - number of parameters: 661338
2022-03-31 16:16:01,078 - INFO - optimization regime: [{'epoch': 0, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'regularizer': {'name': 'WeightDecay', 'value': 0.0001, 'log': False, 'filter': {'parameter_name': <function weight_decay_config.<locals>.<lambda> at 0x14f687a4ca60>, 'module': <function weight_decay_config.<locals>.<lambda> at 0x14f687a4c820>}}}, {'epoch': 81, 'lr': 0.01}, {'epoch': 122, 'lr': 0.001}, {'epoch': 164, 'lr': 0.0001}]
2022-03-31 16:16:01,078 - INFO - data regime: Current: {'datasets_path': '~/Datasets', 'name': 'cifar10', 'split': 'train', 'augment': True, 'input_size': None, 'batch_size': 64, 'shuffle': True, 'num_workers': 8, 'pin_memory': True, 'drop_last': True, 'distributed': False, 'duplicates': 8, 'autoaugment': False, 'cutout': {'holes': 1, 'length': 16}}
 Regime:None
2022-03-31 16:16:01,078 - INFO - 
Starting Epoch: 1

2022-03-31 16:16:04,324 - DEBUG - OPTIMIZER - setting lr = 0.1
2022-03-31 16:16:04,324 - DEBUG - OPTIMIZER - setting momentum = 0.9
2022-03-31 16:16:05,271 - INFO - TRAINING - Epoch: [0][0/781]	Time 4.192 (4.192)	Data 3.245 (3.245)	Loss 2.3068 (2.3068)	Prec@1 7.031 (7.031)	Prec@5 42.383 (42.383)	Acc 0.070 (0.070)	
2022-03-31 16:16:06,248 - INFO - TRAINING - Epoch: [0][10/781]	Time 0.096 (0.470)	Data 0.000 (0.295)	Loss 2.3304 (2.3035)	Prec@1 11.328 (13.903)	Prec@5 53.516 (55.273)	Acc 0.139 (0.121)	
2022-03-31 16:16:07,288 - INFO - TRAINING - Epoch: [0][20/781]	Time 0.091 (0.296)	Data 0.000 (0.155)	Loss 2.2553 (2.2595)	Prec@1 9.961 (15.597)	Prec@5 63.867 (59.552)	Acc 0.156 (0.137)	
2022-03-31 16:16:08,314 - INFO - TRAINING - Epoch: [0][30/781]	Time 0.092 (0.233)	Data 0.000 (0.105)	Loss 2.1628 (2.2303)	Prec@1 25.781 (17.043)	Prec@5 67.578 (62.368)	Acc 0.170 (0.145)	
2022-03-31 16:16:09,379 - INFO - TRAINING - Epoch: [0][40/781]	Time 0.104 (0.202)	Data 0.000 (0.079)	Loss 2.1932 (2.1895)	Prec@1 22.070 (17.997)	Prec@5 74.805 (65.930)	Acc 0.180 (0.153)	
2022-03-31 16:16:10,373 - INFO - TRAINING - Epoch: [0][50/781]	Time 0.091 (0.182)	Data 0.000 (0.064)	Loss 1.9199 (2.1597)	Prec@1 24.023 (18.869)	Prec@5 79.688 (67.961)	Acc 0.189 (0.159)	
2022-03-31 16:16:11,433 - INFO - TRAINING - Epoch: [0][60/781]	Time 0.143 (0.170)	Data 0.009 (0.054)	Loss 1.9301 (2.1322)	Prec@1 21.680 (19.679)	Prec@5 82.031 (69.781)	Acc 0.197 (0.165)	
2022-03-31 16:16:12,418 - INFO - TRAINING - Epoch: [0][70/781]	Time 0.091 (0.160)	Data 0.000 (0.046)	Loss 2.0478 (2.1183)	Prec@1 24.023 (19.927)	Prec@5 82.617 (71.074)	Acc 0.199 (0.170)	
2022-03-31 16:16:13,427 - INFO - TRAINING - Epoch: [0][80/781]	Time 0.095 (0.152)	Data 0.000 (0.041)	Loss 1.9947 (2.1031)	Prec@1 26.758 (20.522)	Prec@5 72.656 (72.065)	Acc 0.205 (0.174)	
2022-03-31 16:16:14,458 - INFO - TRAINING - Epoch: [0][90/781]	Time 0.091 (0.147)	Data 0.000 (0.036)	Loss 2.0364 (2.0870)	Prec@1 22.461 (21.077)	Prec@5 72.852 (72.957)	Acc 0.211 (0.177)	
2022-03-31 16:16:15,519 - INFO - TRAINING - Epoch: [0][100/781]	Time 0.122 (0.143)	Data 0.000 (0.033)	Loss 1.9155 (2.0704)	Prec@1 28.711 (21.844)	Prec@5 78.516 (73.784)	Acc 0.218 (0.181)	
